word,set,lexicore_level,oxford_level,newest_share,recent_share
referee,oxford_only,,B2,,
referendum,oxford_only,,C1,,
reflection,oxford_only,,C1,,
refuse,oxford_only,,A2,,
register,oxford_only,,B2,,
registration,oxford_only,,B2,,
regret,oxford_only,,B2,,
regulate,oxford_only,,B2,,
regulator,oxford_only,,C1,,
regulatory,oxford_only,,C1,,
rehabilitation,oxford_only,,C1,,
reign,oxford_only,,C1,,
reinforce,oxford_only,,B2,,
relate,oxford_only,,B1,,
relatively,oxford_only,,B2,,
relaxing,oxford_only,,B1,,
relevance,oxford_only,,C1,,
reliable,oxford_only,,B1,,
rely,oxford_only,,B2,,
remainder,oxford_only,,C1,,
remedy,oxford_only,,C1,,
reminder,oxford_only,,C1,,
removal,oxford_only,,C1,,
renew,oxford_only,,C1,,
renowned,oxford_only,,C1,,
rental,oxford_only,,C1,,
repeated,oxford_only,,B1,,
reply,oxford_only,,A2,,
reportedly,oxford_only,,C1,,
reporting,oxford_only,,B2,,
representation,oxford_only,,C1,,
reproduce,oxford_only,,C1,,
republic,oxford_only,,C1,,
require,oxford_only,,B1,,
requirement,oxford_only,,B2,,
researcher,oxford_only,,A2,,
resemble,oxford_only,,C1,,
reside,oxford_only,,C1,,
residential,oxford_only,,C1,,
resign,oxford_only,,B2,,
resignation,oxford_only,,C1,,
resource,oxford_only,,B1,,
respective,oxford_only,,C1,,
respectively,oxford_only,,C1,,
restraint,oxford_only,,C1,,
restrict,oxford_only,,B2,,
resume,oxford_only,,C1,,
retail,oxford_only,,B2,,
revise,oxford_only,,B1,,
revision,oxford_only,,B2,,
revival,oxford_only,,C1,,
rhetoric,oxford_only,,C1,,
rid,oxford_only,,B2,,
ridiculous,oxford_only,,B2,,
rifle,oxford_only,,C1,,
riot,oxford_only,,C1,,
rip,oxford_only,,C1,,
robbery,oxford_only,,B2,,
rod,oxford_only,,C1,,
rotation,oxford_only,,C1,,
routine,oxford_only,,B2,,
rubbish,oxford_only,,A2,,
rugby,oxford_only,,B1,,
ruin,oxford_only,,B2,,
ruling,oxford_only,,C1,,
rumour,oxford_only,,C1,,
rural,oxford_only,,B2,,
sack,oxford_only,,C1,,
saint,oxford_only,,C1,,
sake,oxford_only,,C1,,
sanction,oxford_only,,C1,,
satisfaction,oxford_only,,B2,,
scan,oxford_only,,B1,,
scare,oxford_only,,B2,,
scared,oxford_only,,A2,,
scary,oxford_only,,A2,,
scattered,oxford_only,,C1,,
sceptical,oxford_only,,C1,,
scream,oxford_only,,B2,,
screening,oxford_only,,B2,,
sculpture,oxford_only,,B1,,
season,oxford_only,,A2,,
secular,oxford_only,,C1,,
seemingly,oxford_only,,C1,,
select,oxford_only,,B2,,
seminar,oxford_only,,B2,,
sensitivity,oxford_only,,C1,,
series,oxford_only,,A2,,
settlement,oxford_only,,C1,,
settler,oxford_only,,B2,,
severe,oxford_only,,B2,,
severely,oxford_only,,B2,,
sexuality,oxford_only,,C1,,
sexy,oxford_only,,B2,,
shame,oxford_only,,B2,,
shaped,oxford_only,,B2,,
shareholder,oxford_only,,C1,,
shatter,oxford_only,,C1,,
shipping,oxford_only,,C1,,
shout,oxford_only,,A2,,
shrug,oxford_only,,C1,,
shut,oxford_only,,A2,,
sibling,oxford_only,,B2,,
sigh,oxford_only,,C1,,
significance,oxford_only,,B2,,
significantly,oxford_only,,B2,,
silly,oxford_only,,B1,,
similarity,oxford_only,,B1,,
similarly,oxford_only,,B1,,
situated,oxford_only,,C1,,
skip,oxford_only,,C1,,
skull,oxford_only,,B2,,
slap,oxford_only,,C1,,
sleep,oxford_only,,A2,,
slogan,oxford_only,,B2,,
slot,oxford_only,,C1,,
smartphone,oxford_only,,A2,,
soak,oxford_only,,C1,,
soar,oxford_only,,C1,,
socialist,oxford_only,,C1,,
soil,oxford_only,,B1,,
solar,oxford_only,,B2,,
solely,oxford_only,,C1,,
solicitor,oxford_only,,C1,,
solidarity,oxford_only,,C1,,
somebody,oxford_only,,A1,,
somehow,oxford_only,,B2,,
sometime,oxford_only,,B2,,
southern,oxford_only,,B1,,
sovereignty,oxford_only,,C1,,
spam,oxford_only,,C1,,
span,oxford_only,,C1,,
specialize,oxford_only,,B2,,
specialized,oxford_only,,C1,,
species,oxford_only,,B2,,
specify,oxford_only,,B2,,
spectator,oxford_only,,B2,,
spending,oxford_only,,B1,,
spice,oxford_only,,B2,,
spicy,oxford_only,,B1,,
spine,oxford_only,,C1,,
spoil,oxford_only,,B2,,
spoken,oxford_only,,B1,,
spokesman,oxford_only,,B2,,
spokesperson,oxford_only,,B2,,
spokeswoman,oxford_only,,B2,,
sporting,oxford_only,,B2,,
spotlight,oxford_only,,C1,,
spouse,oxford_only,,C1,,
squad,oxford_only,,C1,,
stab,oxford_only,,C1,,
stability,oxford_only,,C1,,
stadium,oxford_only,,B1,,
stair,oxford_only,,A2,,
stare,oxford_only,,B2,,
stark,oxford_only,,C1,,
starve,oxford_only,,B2,,
statistic,oxford_only,,B1,,
steadily,oxford_only,,B2,,
stem,oxford_only,,C1,,
stereotype,oxford_only,,C1,,
stimulate,oxford_only,,B2,,
stir,oxford_only,,C1,,
storage,oxford_only,,C1,,
straightforward,oxford_only,,C1,,
strategic,oxford_only,,C1,,
strengthen,oxford_only,,B2,,
stress,oxford_only,,A2,,
string,oxford_only,,B1,,
strive,oxford_only,,C1,,
stumble,oxford_only,,C1,,
stun,oxford_only,,C1,,
stunning,oxford_only,,B2,,
stupid,oxford_only,,A2,,
submission,oxford_only,,C1,,
submit,oxford_only,,B2,,
subscriber,oxford_only,,C1,,
subscription,oxford_only,,C1,,
subsequent,oxford_only,,B2,,
subsequently,oxford_only,,B2,,
suburb,oxford_only,,B2,,
successive,oxford_only,,C1,,
successor,oxford_only,,C1,,
suck,oxford_only,,C1,,
suite,oxford_only,,C1,,
summarize,oxford_only,,B1,,
supporter,oxford_only,,B1,,
supportive,oxford_only,,C1,,
suppose,oxford_only,,A2,,
supposedly,oxford_only,,C1,,
supreme,oxford_only,,C1,,
surely,oxford_only,,B1,,
surgical,oxford_only,,C1,,
swear,oxford_only,,B2,,
sweater,oxford_only,,A1,,
sword,oxford_only,,C1,,
symbolic,oxford_only,,C1,,
symptom,oxford_only,,B1,,
syndrome,oxford_only,,C1,,
systematic,oxford_only,,C1,,
tablet,oxford_only,,A2,,
tactic,oxford_only,,C1,,
tactical,oxford_only,,C1,,
talk,oxford_only,,A2,,
taxpayer,oxford_only,,C1,,
technological,oxford_only,,B2,,
teens,oxford_only,,B2,,
tempt,oxford_only,,C1,,
tenant,oxford_only,,C1,,
tendency,oxford_only,,B2,,
tenure,oxford_only,,C1,,
terminate,oxford_only,,C1,,
terms,oxford_only,,B2,,
terribly,oxford_only,,B2,,
terrific,oxford_only,,C1,,
terrify,oxford_only,,B2,,
terrorism,oxford_only,,B2,,
testify,oxford_only,,C1,,
testing,oxford_only,,B2,,
texture,oxford_only,,C1,,
thankfully,oxford_only,,C1,,
theatrical,oxford_only,,C1,,
theology,oxford_only,,C1,,
theoretical,oxford_only,,C1,,
therapist,oxford_only,,B2,,
therapy,oxford_only,,B2,,
thereafter,oxford_only,,C1,,
thief,oxford_only,,A2,,
thinking,oxford_only,,A2,,
thirsty,oxford_only,,A1,,
thorough,oxford_only,,B2,,
thrilled,oxford_only,,C1,,
thrive,oxford_only,,C1,,
throat,oxford_only,,B1,,
thumb,oxford_only,,B2,,
tighten,oxford_only,,C1,,
timber,oxford_only,,C1,,
timely,oxford_only,,C1,,
tin,oxford_only,,B1,,
tissue,oxford_only,,B2,,
tolerance,oxford_only,,C1,,
tourism,oxford_only,,A2,,
tournament,oxford_only,,B2,,
toxic,oxford_only,,C1,,
trademark,oxford_only,,C1,,
trading,oxford_only,,B2,,
trailer,oxford_only,,C1,,
transaction,oxford_only,,C1,,
transcript,oxford_only,,C1,,
transform,oxford_only,,B2,,
translate,oxford_only,,B1,,
transparent,oxford_only,,C1,,
treaty,oxford_only,,C1,,
trend,oxford_only,,B1,,
tribal,oxford_only,,C1,,
tribunal,oxford_only,,C1,,
tribute,oxford_only,,C1,,
trillion,oxford_only,,B2,,
trio,oxford_only,,C1,,
troop,oxford_only,,B2,,
trophy,oxford_only,,C1,,
tropical,oxford_only,,B2,,
troubled,oxford_only,,C1,,
trustee,oxford_only,,C1,,
tsunami,oxford_only,,B2,,
tuition,oxford_only,,C1,,
turnout,oxford_only,,C1,,
turnover,oxford_only,,C1,,
typically,oxford_only,,B1,,
tyre,oxford_only,,B1,,
uncertainty,oxford_only,,B2,,
undergo,oxford_only,,B2,,
underlying,oxford_only,,C1,,
understanding,oxford_only,,A2,,
underwear,oxford_only,,B1,,
unfold,oxford_only,,B2,,
unfortunate,oxford_only,,B2,,
unify,oxford_only,,C1,,
union,oxford_only,,B1,,
unprecedented,oxford_only,,C1,,
upcoming,oxford_only,,C1,,
update,oxford_only,,B1,,
upgrade,oxford_only,,C1,,
uphold,oxford_only,,C1,,
upstairs,oxford_only,,A2,,
upwards,oxford_only,,B2,,
usage,oxford_only,,B2,,
useless,oxford_only,,B2,,
user,oxford_only,,A2,,
utilize,oxford_only,,C1,,
vacuum,oxford_only,,C1,,
valuable,oxford_only,,B1,,
vanish,oxford_only,,C1,,
variable,oxford_only,,C1,,
vary,oxford_only,,B2,,
venue,oxford_only,,B2,,
verify,oxford_only,,C1,,
vibrant,oxford_only,,C1,,
viewpoint,oxford_only,,B2,,
villager,oxford_only,,C1,,
violation,oxford_only,,C1,,
virtual,oxford_only,,B2,,
virus,oxford_only,,A2,,
visa,oxford_only,,B2,,
vital,oxford_only,,B2,,
vitamin,oxford_only,,B2,,
vocal,oxford_only,,C1,,
voting,oxford_only,,B2,,
vow,oxford_only,,C1,,
vulnerability,oxford_only,,C1,,
vulnerable,oxford_only,,C1,,
wait,oxford_only,,A2,,
waiter,oxford_only,,A1,,
ward,oxford_only,,C1,,
warehouse,oxford_only,,C1,,
warfare,oxford_only,,C1,,
warming,oxford_only,,B2,,
warn,oxford_only,,B1,,
warning,oxford_only,,B1,,
warrant,oxford_only,,C1,,
washing,oxford_only,,A2,,
weaken,oxford_only,,C1,,
weird,oxford_only,,B2,,
whatsoever,oxford_only,,C1,,
whip,oxford_only,,C1,,
whisper,oxford_only,,B2,,
whoever,oxford_only,,B2,,
wholly,oxford_only,,C1,,
widen,oxford_only,,C1,,
widespread,oxford_only,,B2,,
widow,oxford_only,,C1,,
width,oxford_only,,C1,,
wildlife,oxford_only,,B2,,
willingness,oxford_only,,C1,,
wonder,oxford_only,,B1,,
workforce,oxford_only,,B2,,
workout,oxford_only,,C1,,
workplace,oxford_only,,B2,,
worthwhile,oxford_only,,C1,,
wow,oxford_only,,A2,,
wrap,oxford_only,,B2,,
yeah,oxford_only,,A1,,
yell,oxford_only,,C1,,
youngster,oxford_only,,C1,,
zero,oxford_only,,A2,,
