word,set,lexicore_level,oxford_level,newest_share,recent_share
merry,lexicore_only,A1,,,
messenger,lexicore_only,B2,,,
messy,lexicore_only,B1,,,
meter,lexicore_only,A2,,,
methodical,lexicore_only,C1,,,
microphone,lexicore_only,B2,,,
microscopy,lexicore_only,B2,,,
mid,lexicore_only,A1,,,
midday,lexicore_only,A2,,,
midwife,lexicore_only,C1,,,
migrant,lexicore_only,C1,,,
migrate,lexicore_only,C1,,,
mingle,lexicore_only,C1,,,
miniature,lexicore_only,B2,,,
mint,lexicore_only,B2,,,
minus,lexicore_only,B1,,,
minutes,lexicore_only,A1,,,
mist,lexicore_only,B2,,,
mock,lexicore_only,B2,,,
molecular,lexicore_only,B1,,,
mom,lexicore_only,A1,,,
mommy,lexicore_only,A1,,,
monotonous,lexicore_only,C1,,,
monotony,lexicore_only,C1,,,
months,lexicore_only,A1,,,
moody,lexicore_only,B2,,,
morphological,lexicore_only,C1,,,
morphology,lexicore_only,C1,,,
mortal,lexicore_only,B2,,,
mortar,lexicore_only,B2,,,
moss,lexicore_only,B1,,,
motif,lexicore_only,C1,,,
motivated,lexicore_only,B2,,,
motley,lexicore_only,C1,,,
motto,lexicore_only,B1,,,
mr,lexicore_only,A1,,,
mrs,lexicore_only,A1,,,
ms,lexicore_only,A2,,,
muddy,lexicore_only,B2,,,
multinational,lexicore_only,C1,,,
munch,lexicore_only,C1,,,
muscular,lexicore_only,C1,,,
mushroom,lexicore_only,A2,,,
mustard,lexicore_only,B1,,,
mutually,lexicore_only,C1,,,
mythological,lexicore_only,C1,,,
mythology,lexicore_only,C1,,,
naive,lexicore_only,C1,,,
names,lexicore_only,A1,,,
nationalism,lexicore_only,C1,,,
nationality,lexicore_only,A1,,,
negligent,lexicore_only,C1,,,
negligible,lexicore_only,C1,,,
negotiable,lexicore_only,C1,,,
neighbor,lexicore_only,A1,,,
neighborhood,lexicore_only,B1,,,
neuron,lexicore_only,C1,,,
nocturnal,lexicore_only,C1,,,
node,lexicore_only,C1,,,
non,lexicore_only,A1,,,
nonlinear,lexicore_only,C1,,,
norms,lexicore_only,C1,,,
notation,lexicore_only,C1,,,
notwithstanding,lexicore_only,C1,,,
novelty,lexicore_only,B2,,,
novice,lexicore_only,C1,,,
numb,lexicore_only,C1,,,
oak,lexicore_only,A2,,,
oath,lexicore_only,B2,,,
obedience,lexicore_only,B2,,,
obscure,lexicore_only,C1,,,
occupant,lexicore_only,C1,,,
occupational,lexicore_only,C1,,,
offense,lexicore_only,B2,,,
offshore,lexicore_only,B2,,,
okay,lexicore_only,A1,,,
olive,lexicore_only,B2,,,
olympics,lexicore_only,A1,,,
omit,lexicore_only,C1,,,
onset,lexicore_only,C1,,,
onwards,lexicore_only,C1,,,
optimal,lexicore_only,C1,,,
optimum,lexicore_only,C1,,,
orchard,lexicore_only,C1,,,
ordinarily,lexicore_only,C1,,,
organisation,lexicore_only,B1,,,
organise,lexicore_only,A2,,,
organised,lexicore_only,A2,,,
orient,lexicore_only,C1,,,
ornamental,lexicore_only,C1,,,
orphan,lexicore_only,C1,,,
others,lexicore_only,A1,,,
otter,lexicore_only,C1,,,
outperform,lexicore_only,C1,,,
outset,lexicore_only,C1,,,
outsource,lexicore_only,C1,,,
overhead,lexicore_only,B1,,,
overtime,lexicore_only,B2,,,
owl,lexicore_only,B2,,,
ox,lexicore_only,B2,,,
pacific,lexicore_only,A2,,,
packed,lexicore_only,B2,,,
packing,lexicore_only,B1,,,
paddle,lexicore_only,C1,,,
paid,lexicore_only,B1,,,
pandemic,lexicore_only,B2,,,
panorama,lexicore_only,C1,,,
panoramic,lexicore_only,C1,,,
paperwork,lexicore_only,B2,,,
paradigm,lexicore_only,C1,,,
paradise,lexicore_only,B1,,,
paradox,lexicore_only,B2,,,
parasite,lexicore_only,C1,,,
pardon,lexicore_only,A1,,,
parity,lexicore_only,C1,,,
particle,lexicore_only,B2,,,
partition,lexicore_only,B2,,,
pasta,lexicore_only,A2,,,
paternalistic,lexicore_only,C1,,,
patriot,lexicore_only,B2,,,
patriotic,lexicore_only,B2,,,
patriotism,lexicore_only,B2,,,
pavement,lexicore_only,B2,,,
paw,lexicore_only,B2,,,
paywall,lexicore_only,C1,,,
pc,lexicore_only,A2,,,
pea,lexicore_only,A2,,,
peacefully,lexicore_only,B2,,,
peacekeeping,lexicore_only,C1,,,
peach,lexicore_only,B2,,,
peacock,lexicore_only,C1,,,
peanut,lexicore_only,B1,,,
pear,lexicore_only,A2,,,
pearl,lexicore_only,B2,,,
pedal,lexicore_only,B2,,,
pedestrian,lexicore_only,B2,,,
peel,lexicore_only,B2,,,
pendulum,lexicore_only,C1,,,
peninsula,lexicore_only,C1,,,
pentagon,lexicore_only,B2,,,
percent,lexicore_only,B1,,,
perceptive,lexicore_only,C1,,,
periodic,lexicore_only,C1,,,
periodically,lexicore_only,C1,,,
peripheral,lexicore_only,C1,,,
perpetuate,lexicore_only,C1,,,
persecution,lexicore_only,C1,,,
persuasion,lexicore_only,B2,,,
pertinent,lexicore_only,C1,,,
pesticide,lexicore_only,C1,,,
petty,lexicore_only,B2,,,
pharmacist,lexicore_only,B2,,,
phenomenal,lexicore_only,C1,,,
phoenix,lexicore_only,B1,,,
phosphate,lexicore_only,C1,,,
physically,lexicore_only,A2,,,
physiological,lexicore_only,C1,,,
physique,lexicore_only,C1,,,
picnic,lexicore_only,A1,,,
pie,lexicore_only,B1,,,
pieces,lexicore_only,A1,,,
pigeon,lexicore_only,C1,,,
pilgrim,lexicore_only,A2,,,
pillow,lexicore_only,B1,,,
pine,lexicore_only,B2,,,
pinnacle,lexicore_only,C1,,,
pizza,lexicore_only,A1,,,
placid,lexicore_only,C1,,,
plague,lexicore_only,C1,,,
planner,lexicore_only,C1,,,
plans,lexicore_only,A1,,,
plaque,lexicore_only,C1,,,
plaster,lexicore_only,C1,,,
plausible,lexicore_only,C1,,,
playful,lexicore_only,A2,,,
playground,lexicore_only,A2,,,
pleasing,lexicore_only,A2,,,
pleasurable,lexicore_only,C1,,,
ploy,lexicore_only,C1,,,
plum,lexicore_only,B2,,,
plumbing,lexicore_only,C1,,,
pm,lexicore_only,A1,,,
pneumonia,lexicore_only,B2,,,
poise,lexicore_only,C1,,,
polar,lexicore_only,B2,,,
politically,lexicore_only,B2,,,
porch,lexicore_only,B2,,,
pork,lexicore_only,B1,,,
portable,lexicore_only,C1,,,
portrayal,lexicore_only,C1,,,
positively,lexicore_only,B1,,,
possessed,lexicore_only,B2,,,
postal,lexicore_only,B2,,,
postgraduate,lexicore_only,C1,,,
posture,lexicore_only,C1,,,
practically,lexicore_only,B2,,,
pragmatic,lexicore_only,C1,,,
pre,lexicore_only,A1,,,
preacher,lexicore_only,C1,,,
precipitation,lexicore_only,C1,,,
premises,lexicore_only,C1,,,
prestige,lexicore_only,B2,,,
primer,lexicore_only,C1,,,
primitive,lexicore_only,B1,,,
principally,lexicore_only,C1,,,
privately,lexicore_only,B2,,,
privileged,lexicore_only,C1,,,
pro,lexicore_only,A2,,,
procurement,lexicore_only,C1,,,
professionalism,lexicore_only,C1,,,
profitability,lexicore_only,C1,,,
profoundly,lexicore_only,C1,,,
progression,lexicore_only,C1,,,
proliferation,lexicore_only,C1,,,
prolific,lexicore_only,C1,,,
prolong,lexicore_only,C1,,,
promptly,lexicore_only,B2,,,
prop,lexicore_only,C1,,,
prophet,lexicore_only,C1,,,
prophetic,lexicore_only,C1,,,
proportional,lexicore_only,C1,,,
proposed,lexicore_only,B2,,,
proprietary,lexicore_only,C1,,,
prosper,lexicore_only,B2,,,
protagonist,lexicore_only,C1,,,
proton,lexicore_only,C1,,,
proven,lexicore_only,B2,,,
provided,lexicore_only,B1,,,
provisions,lexicore_only,C1,,,
provocative,lexicore_only,C1,,,
proximity,lexicore_only,B2,,,
prudent,lexicore_only,C1,,,
psyche,lexicore_only,C1,,,
psychiatrist,lexicore_only,C1,,,
publicly,lexicore_only,B1,,,
publisher,lexicore_only,B1,,,
pudding,lexicore_only,B2,,,
pumpkin,lexicore_only,B2,,,
puppy,lexicore_only,B1,,,
purity,lexicore_only,C1,,,
pursuant,lexicore_only,C1,,,
qualitative,lexicore_only,C1,,,
quantitative,lexicore_only,C1,,,
quarry,lexicore_only,C1,,,
quasi,lexicore_only,C1,,,
queer,lexicore_only,B2,,,
quirky,lexicore_only,C1,,,
quiz,lexicore_only,A2,,,
rabbit,lexicore_only,A1,,,
radiator,lexicore_only,C1,,,
rag,lexicore_only,B2,,,
rainbow,lexicore_only,B2,,,
rainy,lexicore_only,A1,,,
ram,lexicore_only,B2,,,
ramp,lexicore_only,B2,,,
randomly,lexicore_only,C1,,,
ranger,lexicore_only,B2,,,
rap,lexicore_only,A2,,,
rapport,lexicore_only,C1,,,
rarity,lexicore_only,C1,,,
rash,lexicore_only,B2,,,
rationale,lexicore_only,C1,,,
rationality,lexicore_only,C1,,,
reactive,lexicore_only,C1,,,
readable,lexicore_only,C1,,,
realise,lexicore_only,A2,,,
realism,lexicore_only,C1,,,
realist,lexicore_only,C1,,,
reap,lexicore_only,C1,,,
reassurance,lexicore_only,C1,,,
receptor,lexicore_only,C1,,,
recess,lexicore_only,C1,,,
recharge,lexicore_only,C1,,,
recite,lexicore_only,C1,,,
recognise,lexicore_only,B1,,,
recollection,lexicore_only,C1,,,
reconcile,lexicore_only,C1,,,
reconsider,lexicore_only,B2,,,
reconstruct,lexicore_only,C1,,,
recreation,lexicore_only,B2,,,
redesign,lexicore_only,C1,,,
rediscover,lexicore_only,C1,,,
redundancy,lexicore_only,C1,,,
reed,lexicore_only,B2,,,
referral,lexicore_only,C1,,,
refine,lexicore_only,C1,,,
refrain,lexicore_only,B2,,,
refresh,lexicore_only,C1,,,
refreshing,lexicore_only,C1,,,
refrigerator,lexicore_only,A2,,,
refurbishment,lexicore_only,C1,,,
regarding,lexicore_only,B1,,,
regression,lexicore_only,C1,,,
reinvestment,lexicore_only,C1,,,
relapse,lexicore_only,C1,,,
relational,lexicore_only,C1,,,
relay,lexicore_only,B2,,,
relinquish,lexicore_only,C1,,,
reluctance,lexicore_only,C1,,,
reluctantly,lexicore_only,C1,,,
remaining,lexicore_only,B2,,,
remedial,lexicore_only,C1,,,
remembrance,lexicore_only,B1,,,
reminiscent,lexicore_only,C1,,,
remorse,lexicore_only,C1,,,
remotely,lexicore_only,C1,,,
removed,lexicore_only,C1,,,
rendering,lexicore_only,C1,,,
renown,lexicore_only,C1,,,
repeatedly,lexicore_only,B1,,,
repel,lexicore_only,C1,,,
repertoire,lexicore_only,B2,,,
replicate,lexicore_only,C1,,,
replication,lexicore_only,C1,,,
residual,lexicore_only,C1,,,
resilience,lexicore_only,C1,,,
resilient,lexicore_only,C1,,,
resonate,lexicore_only,C1,,,
respected,lexicore_only,B2,,,
respite,lexicore_only,C1,,,
restorative,lexicore_only,C1,,,
restrain,lexicore_only,C1,,,
restrictive,lexicore_only,C1,,,
retention,lexicore_only,C1,,,
reunion,lexicore_only,A2,,,
revealing,lexicore_only,C1,,,
revere,lexicore_only,C1,,,
rib,lexicore_only,B2,,,
ribbon,lexicore_only,A1,,,
rider,lexicore_only,B2,,,
ridge,lexicore_only,B2,,,
rim,lexicore_only,B2,,,
ripe,lexicore_only,B1,,,
riveting,lexicore_only,C1,,,
roam,lexicore_only,B2,,,
roar,lexicore_only,B2,,,
roast,lexicore_only,B2,,,
robin,lexicore_only,A2,,,
rocky,lexicore_only,B2,,,
rolling,lexicore_only,B1,,,
roundup,lexicore_only,C1,,,
routinely,lexicore_only,C1,,,
royalty,lexicore_only,B2,,,
rudimentary,lexicore_only,C1,,,
ruler,lexicore_only,A1,,,
rules,lexicore_only,A1,,,
rumble,lexicore_only,C1,,,
ruthless,lexicore_only,C1,,,
safely,lexicore_only,B1,,,
sage,lexicore_only,B2,,,
salmon,lexicore_only,B1,,,
salon,lexicore_only,B2,,,
saloon,lexicore_only,C1,,,
salty,lexicore_only,B2,,,
salvage,lexicore_only,C1,,,
salvation,lexicore_only,C1,,,
salve,lexicore_only,C1,,,
sanctity,lexicore_only,C1,,,
sandy,lexicore_only,A2,,,
sap,lexicore_only,C1,,,
sarcasm,lexicore_only,C1,,,
sarcastic,lexicore_only,C1,,,
satisfactory,lexicore_only,B2,,,
sauna,lexicore_only,C1,,,
sausage,lexicore_only,A2,,,
savings,lexicore_only,B2,,,
saw,lexicore_only,A1,,,
scar,lexicore_only,B2,,,
scarf,lexicore_only,A2,,,
scenery,lexicore_only,A2,,,
scent,lexicore_only,B2,,,
scheduled,lexicore_only,B2,,,
scissors,lexicore_only,A2,,,
scorn,lexicore_only,C1,,,
scramble,lexicore_only,C1,,,
screenplay,lexicore_only,C1,,,
scripture,lexicore_only,C1,,,
seafood,lexicore_only,A2,,,
seaside,lexicore_only,A2,,,
secretly,lexicore_only,B1,,,
sediment,lexicore_only,C1,,,
segmentation,lexicore_only,C1,,,
semantic,lexicore_only,C1,,,
semester,lexicore_only,A2,,,
sent,lexicore_only,A1,,,
sentient,lexicore_only,C1,,,
sentimental,lexicore_only,C1,,,
separately,lexicore_only,B2,,,
sequel,lexicore_only,C1,,,
setback,lexicore_only,B2,,,
sew,lexicore_only,A2,,,
shaken,lexicore_only,B2,,,
sharply,lexicore_only,B2,,,
shield,lexicore_only,B2,,,
shortlist,lexicore_only,C1,,,
showcase,lexicore_only,B2,,,
sickness,lexicore_only,B1,,,
sidewalk,lexicore_only,B1,,,
sightseeing,lexicore_only,A2,,,
silently,lexicore_only,A2,,,
silhouette,lexicore_only,C1,,,
simplicity,lexicore_only,C1,,,
sincerity,lexicore_only,B2,,,
singular,lexicore_only,A2,,,
skate,lexicore_only,A2,,,
sketchbook,lexicore_only,C1,,,
slab,lexicore_only,C1,,,
slack,lexicore_only,C1,,,
slaughter,lexicore_only,B2,,,
slim,lexicore_only,A2,,,
slump,lexicore_only,C1,,,
smith,lexicore_only,A1,,,
smoothly,lexicore_only,A2,,,
snack,lexicore_only,A2,,,
snowboarding,lexicore_only,A2,,,
snowy,lexicore_only,A1,,,
soaked,lexicore_only,B2,,,
soda,lexicore_only,A2,,,
sofa,lexicore_only,A1,,,
soluble,lexicore_only,C1,,,
sour,lexicore_only,B1,,,
spacious,lexicore_only,C1,,,
spaghetti,lexicore_only,A2,,,
sparkling,lexicore_only,B2,,,
spartan,lexicore_only,C1,,,
spatial,lexicore_only,C1,,,
specialization,lexicore_only,C1,,,
specially,lexicore_only,B1,,,
specialty,lexicore_only,B2,,,
speculative,lexicore_only,C1,,,
splash,lexicore_only,B2,,,
splatter,lexicore_only,C1,,,
sponge,lexicore_only,B1,,,
spontaneous,lexicore_only,C1,,,
spontaneously,lexicore_only,C1,,,
sports,lexicore_only,B1,,,
sprawl,lexicore_only,C1,,,
spray,lexicore_only,B2,,,
sprout,lexicore_only,C1,,,
squash,lexicore_only,B2,,,
stack,lexicore_only,B2,,,
staggering,lexicore_only,C1,,,
stain,lexicore_only,B2,,,
stamina,lexicore_only,C1,,,
standardize,lexicore_only,C1,,,
standby,lexicore_only,B2,,,
staple,lexicore_only,C1,,,
started,lexicore_only,A1,,,
starting,lexicore_only,A1,,,
startling,lexicore_only,C1,,,
starts,lexicore_only,A1,,,
stately,lexicore_only,C1,,,
statistically,lexicore_only,C1,,,
statistics,lexicore_only,B2,,,
steak,lexicore_only,A2,,,
stern,lexicore_only,B2,,,
stimuli,lexicore_only,C1,,,
stochastic,lexicore_only,C1,,,
stoke,lexicore_only,C1,,,
stool,lexicore_only,B2,,,
stove,lexicore_only,A2,,,
strap,lexicore_only,C1,,,
straw,lexicore_only,B1,,,
strawberry,lexicore_only,B1,,,
stray,lexicore_only,C1,,,
stretching,lexicore_only,C1,,,
stride,lexicore_only,B2,,,
structurally,lexicore_only,C1,,,
stuck,lexicore_only,B1,,,
stuffed,lexicore_only,B1,,,
stylistic,lexicore_only,C1,,,
sub,lexicore_only,A1,,,
subjective,lexicore_only,C1,,,
subordinate,lexicore_only,C1,,,
subset,lexicore_only,C1,,,
substrate,lexicore_only,C1,,,
subtly,lexicore_only,C1,,,
subway,lexicore_only,A1,,,
succulent,lexicore_only,C1,,,
suffice,lexicore_only,C1,,,
sunflower,lexicore_only,A2,,,
sunny,lexicore_only,A1,,,
sunrise,lexicore_only,B1,,,
sunset,lexicore_only,B1,,,
sunshine,lexicore_only,A1,,,
superficial,lexicore_only,C1,,,
superintendent,lexicore_only,B2,,,
supernatural,lexicore_only,B2,,,
superstar,lexicore_only,A2,,,
supervisory,lexicore_only,C1,,,
supple,lexicore_only,C1,,,
surf,lexicore_only,A1,,,
surfing,lexicore_only,A2,,,
surroundings,lexicore_only,B2,,,
sustainably,lexicore_only,C1,,,
swan,lexicore_only,B2,,,
swap,lexicore_only,C1,,,
sweat,lexicore_only,B1,,,
swift,lexicore_only,B2,,,
swiftly,lexicore_only,C1,,,
syllabus,lexicore_only,C1,,,
symphony,lexicore_only,A2,,,
symptomatic,lexicore_only,C1,,,
synergy,lexicore_only,C1,,,
synopsis,lexicore_only,C1,,,
syntax,lexicore_only,C1,,,
synthetic,lexicore_only,C1,,,
tact,lexicore_only,C1,,,
tailor,lexicore_only,C1,,,
taken,lexicore_only,A1,,,
takes,lexicore_only,A1,,,
tame,lexicore_only,B2,,,
tangle,lexicore_only,C1,,,
tangled,lexicore_only,C1,,,
tariff,lexicore_only,C1,,,
tattoo,lexicore_only,B2,,,
technically,lexicore_only,B2,,,
tedious,lexicore_only,C1,,,
telecom,lexicore_only,C1,,,
telecommunication,lexicore_only,C1,,,
temperament,lexicore_only,C1,,,
template,lexicore_only,C1,,,
temporal,lexicore_only,C1,,,
temptation,lexicore_only,B2,,,
terminology,lexicore_only,C1,,,
terrace,lexicore_only,B2,,,
terrifying,lexicore_only,B2,,,
testament,lexicore_only,C1,,,
theater,lexicore_only,A1,,,
these,lexicore_only,A1,,,
thigh,lexicore_only,B2,,,
those,lexicore_only,A1,,,
threatening,lexicore_only,B1,,,
thrill,lexicore_only,B2,,,
thrilling,lexicore_only,B2,,,
tick,lexicore_only,B1,,,
tiger,lexicore_only,A1,,,
times,lexicore_only,B2,,,
timetable,lexicore_only,A2,,,
timid,lexicore_only,C1,,,
tinker,lexicore_only,C1,,,
tomb,lexicore_only,C1,,,
torch,lexicore_only,B2,,,
torment,lexicore_only,C1,,,
toughness,lexicore_only,C1,,,
toward,lexicore_only,A2,,,
tract,lexicore_only,C1,,,
trader,lexicore_only,B2,,,
trajectory,lexicore_only,C1,,,
trampoline,lexicore_only,C1,,,
tranquil,lexicore_only,C1,,,
tranquility,lexicore_only,C1,,,
trans,lexicore_only,A1,,,
transatlantic,lexicore_only,C1,,,
transcription,lexicore_only,C1,,,
trash,lexicore_only,B1,,,
traumatic,lexicore_only,C1,,,
traveler,lexicore_only,A2,,,
tray,lexicore_only,B2,,,
tread,lexicore_only,C1,,,
triangle,lexicore_only,B2,,,
tricky,lexicore_only,B2,,,
trivial,lexicore_only,B2,,,
trunk,lexicore_only,B2,,,
trying,lexicore_only,C1,,,
tub,lexicore_only,B2,,,
turkey,lexicore_only,A1,,,
turmoil,lexicore_only,C1,,,
turning,lexicore_only,B1,,,
turtle,lexicore_only,B1,,,
tutor,lexicore_only,B2,,,
twisted,lexicore_only,B2,,,
twitch,lexicore_only,C1,,,
tycoon,lexicore_only,C1,,,
tyranny,lexicore_only,B2,,,
unaware,lexicore_only,B2,,,
uncertain,lexicore_only,A2,,,
unchanged,lexicore_only,B2,,,
uncommon,lexicore_only,B2,,,
unconventional,lexicore_only,C1,,,
underneath,lexicore_only,B2,,,
understandable,lexicore_only,B2,,,
underwater,lexicore_only,A2,,,
uneasy,lexicore_only,A2,,,
unexpectedly,lexicore_only,B1,,,
unfavorable,lexicore_only,C1,,,
unforgettable,lexicore_only,A2,,,
uniformity,lexicore_only,C1,,,
unison,lexicore_only,C1,,,
unmanned,lexicore_only,C1,,,
unoccupied,lexicore_only,C1,,,
unreasonable,lexicore_only,B2,,,
unreliable,lexicore_only,B2,,,
unsettling,lexicore_only,C1,,,
unstable,lexicore_only,B2,,,
unsustainable,lexicore_only,C1,,,
unwavering,lexicore_only,C1,,,
upbringing,lexicore_only,B2,,,
upheaval,lexicore_only,C1,,,
uplift,lexicore_only,C1,,,
upright,lexicore_only,B2,,,
urgently,lexicore_only,B2,,,
usher,lexicore_only,C1,,,
utilization,lexicore_only,C1,,,
vacant,lexicore_only,B2,,,
valentine,lexicore_only,B2,,,
valuation,lexicore_only,C1,,,
variability,lexicore_only,C1,,,
variance,lexicore_only,C1,,,
variant,lexicore_only,C1,,,
vase,lexicore_only,A1,,,
vector,lexicore_only,B2,,,
vegetation,lexicore_only,C1,,,
velocity,lexicore_only,B2,,,
ventilation,lexicore_only,C1,,,
versatile,lexicore_only,C1,,,
versatility,lexicore_only,C1,,,
victorious,lexicore_only,C1,,,
villa,lexicore_only,B2,,,
violet,lexicore_only,C1,,,
virtually,lexicore_only,B2,,,
vitality,lexicore_only,C1,,,
vivid,lexicore_only,B1,,,
vocabulary,lexicore_only,A2,,,
volleyball,lexicore_only,A1,,,
voluntarily,lexicore_only,C1,,,
waist,lexicore_only,B2,,,
walker,lexicore_only,B2,,,
walking,lexicore_only,A2,,,
wallet,lexicore_only,A2,,,
wardrobe,lexicore_only,B1,,,
wares,lexicore_only,C1,,,
warmth,lexicore_only,B1,,,
wary,lexicore_only,C1,,,
was,lexicore_only,A1,,,
waterfall,lexicore_only,B1,,,
waterfront,lexicore_only,C1,,,
watershed,lexicore_only,C1,,,
wavelength,lexicore_only,C1,,,
wax,lexicore_only,B1,,,
wayside,lexicore_only,C1,,,
weeks,lexicore_only,A1,,,
were,lexicore_only,A1,,,
whale,lexicore_only,B1,,,
wheelchair,lexicore_only,A2,,,
wicked,lexicore_only,C1,,,
wilderness,lexicore_only,B2,,,
winding,lexicore_only,B2,,,
windy,lexicore_only,A2,,,
withdrawn,lexicore_only,C1,,,
withhold,lexicore_only,C1,,,
witty,lexicore_only,B2,,,
wolf,lexicore_only,B2,,,
woo,lexicore_only,C1,,,
wooded,lexicore_only,C1,,,
worn,lexicore_only,B1,,,
wrench,lexicore_only,C1,,,
wrongly,lexicore_only,B2,,,
yacht,lexicore_only,B2,,,
years,lexicore_only,A1,,,
yeast,lexicore_only,C1,,,
yogurt,lexicore_only,A1,,,
youthful,lexicore_only,B2,,,
zoo,lexicore_only,A1,,,
abolish,oxford_only,,C1,,
abortion,oxford_only,,C1,,
absorb,oxford_only,,B2,,
abstract,oxford_only,,B2,,
absurd,oxford_only,,C1,,
abundance,oxford_only,,C1,,
academy,oxford_only,,C1,,
accessible,oxford_only,,C1,,
accommodate,oxford_only,,B2,,
accomplish,oxford_only,,B2,,
accomplishment,oxford_only,,C1,,
accordance,oxford_only,,C1,,
accountable,oxford_only,,C1,,
accounting,oxford_only,,,,
accumulate,oxford_only,,C1,,
accuracy,oxford_only,,B2,,
accurate,oxford_only,,B2,,
accurately,oxford_only,,B2,,
accusation,oxford_only,,C1,,
accuse,oxford_only,,B2,,
accused,oxford_only,,C1,,
activation,oxford_only,,C1,,
activist,oxford_only,,C1,,
actress,oxford_only,,A1,,
ad,oxford_only,,B1,,
adapt,oxford_only,,B2,,
adaptation,oxford_only,,C1,,
addiction,oxford_only,,B2,,
additionally,oxford_only,,B2,,
adequate,oxford_only,,B2,,
adequately,oxford_only,,B2,,
adjacent,oxford_only,,C1,,
administrative,oxford_only,,C1,,
administrator,oxford_only,,C1,,
adverse,oxford_only,,C1,,
advertise,oxford_only,,A2,,
advertisement,oxford_only,,A2,,
advocate,oxford_only,,C1,,
affect,oxford_only,,A2,,
affordable,oxford_only,,B2,,
aftermath,oxford_only,,C1,,
agenda,oxford_only,,B2,,
aggression,oxford_only,,C1,,
agricultural,oxford_only,,C1,,
agriculture,oxford_only,,B2,,
ah,oxford_only,,A2,,
aide,oxford_only,,C1,,
aids,oxford_only,,B2,,
aircraft,oxford_only,,B2,,
albeit,oxford_only,,C1,,
allegedly,oxford_only,,C1,,
aluminium,oxford_only,,C1,,
amazed,oxford_only,,B1,,
ambulance,oxford_only,,B2,,
amend,oxford_only,,C1,,
amendment,oxford_only,,C1,,
amusing,oxford_only,,B2,,
analogy,oxford_only,,C1,,
analyse,oxford_only,,B1,,
ancestor,oxford_only,,B2,,
angrily,oxford_only,,,,
animation,oxford_only,,B2,,
annoy,oxford_only,,B1,,
annoyed,oxford_only,,B1,,
annually,oxford_only,,B2,,
anonymous,oxford_only,,C1,,
anticipate,oxford_only,,B2,,
anxiety,oxford_only,,B2,,
anyway,oxford_only,,A2,,
apologize,oxford_only,,B1,,
apology,oxford_only,,B2,,
app,oxford_only,,A2,,
apparatus,oxford_only,,C1,,
appealing,oxford_only,,C1,,
appetite,oxford_only,,C1,,
applaud,oxford_only,,C1,,
applicable,oxford_only,,C1,,
applicant,oxford_only,,B2,,
approach,oxford_only,,B2,,
appropriately,oxford_only,,B2,,
approximately,oxford_only,,B1,,
architect,oxford_only,,A2,,
architectural,oxford_only,,C1,,
archive,oxford_only,,C1,,
arise,oxford_only,,B2,,
arms,oxford_only,,B2,,
army,oxford_only,,A2,,
array,oxford_only,,C1,,
arrest,oxford_only,,B1,,
arrow,oxford_only,,B2,,
articulate,oxford_only,,C1,,
artwork,oxford_only,,B2,,
ashamed,oxford_only,,B2,,
asleep,oxford_only,,A2,,
aspiration,oxford_only,,C1,,
aspire,oxford_only,,C1,,
assassination,oxford_only,,C1,,
assert,oxford_only,,C1,,
assess,oxford_only,,B2,,
asset,oxford_only,,B2,,
assign,oxford_only,,B2,,
associated,oxford_only,,B2,,
assure,oxford_only,,B2,,
asylum,oxford_only,,C1,,
atrocity,oxford_only,,C1,,
attachment,oxford_only,,B2,,
attain,oxford_only,,C1,,
attorney,oxford_only,,C1,,
attribute,oxford_only,,C1,,
auction,oxford_only,,B2,,
audit,oxford_only,,C1,,
authentic,oxford_only,,C1,,
authorize,oxford_only,,C1,,
auto,oxford_only,,C1,,
availability,oxford_only,,C1,,
awareness,oxford_only,,B2,,
awful,oxford_only,,A2,,
backdrop,oxford_only,,C1,,
backing,oxford_only,,C1,,
bacteria,oxford_only,,B2,,
badge,oxford_only,,B2,,
bail,oxford_only,,C1,,
balanced,oxford_only,,B2,,
ballet,oxford_only,,B2,,
ballot,oxford_only,,C1,,
banner,oxford_only,,C1,,
based,oxford_only,,A2,,
bass,oxford_only,,C1,,
beg,oxford_only,,B2,,
behave,oxford_only,,A2,,
beneficial,oxford_only,,B2,,
beneficiary,oxford_only,,C1,,
bet,oxford_only,,B2,,
betray,oxford_only,,C1,,
bias,oxford_only,,B2,,
bin,oxford_only,,A2,,
biography,oxford_only,,C1,,
bishop,oxford_only,,C1,,
blame,oxford_only,,B2,,
bleed,oxford_only,,C1,,
bless,oxford_only,,C1,,
blog,oxford_only,,A1,,
bomb,oxford_only,,B1,,
bombing,oxford_only,,B2,,
bonus,oxford_only,,C1,,
booking,oxford_only,,B2,,
boost,oxford_only,,B2,,
bother,oxford_only,,B1,,
boundary,oxford_only,,C1,,
breach,oxford_only,,C1,,
breathing,oxford_only,,B1,,
briefly,oxford_only,,B2,,
broadband,oxford_only,,C1,,
broadcast,oxford_only,,B2,,
broadcaster,oxford_only,,B2,,
broadly,oxford_only,,B2,,
browser,oxford_only,,C1,,
brutal,oxford_only,,C1,,
buck,oxford_only,,C1,,
buddy,oxford_only,,C1,,
bullet,oxford_only,,B2,,
bunch,oxford_only,,B2,,
bureaucracy,oxford_only,,C1,,
bury,oxford_only,,B1,,
businessman,oxford_only,,A2,,
calculate,oxford_only,,B2,,
calculation,oxford_only,,C1,,
calm,oxford_only,,B1,,
canal,oxford_only,,B2,,
cancel,oxford_only,,B2,,
cannot,oxford_only,,A1,,
