[15:59:47] cc2026: 140 files (140 new), 23 workers
[16:24:34] cc2026 file: 116 1,178,079,737 words IN-20260815060346-20260815090346-00589.warc.wet.gz
[16:24:48] cc2026 file: 117 1,188,226,664 words IN-20260818011649-20260818041649-00891.warc.wet.gz
[16:25:02] cc2026 file: 118 1,198,692,170 words IN-20260815120940-20260815150940-00028.warc.wet.gz
[16:25:14] live backup cc2026 -> lexicore-mirror-20260914-afecdd: FAILED
[16:25:16] cc2026 file: 119 1,209,234,672 words IN-20260813172703-20260813202703-00359.warc.wet.gz
[16:25:20] live backup cc2026 -> lexicore-20260914-cb17ed: FAILED
[16:25:29] cc2026 file: 120 1,218,701,662 words IN-20260813050936-20260813080936-00762.warc.wet.gz
[16:25:43] cc2026 file: 121 1,228,946,239 words IN-20260811193657-20260811223657-00251.warc.wet.gz
[16:25:52] live backup cc2026 -> lexicore-20260914-cb17ed: FAILED
[16:25:57] cc2026 file: 122 1,239,344,321 words IN-20260810130157-20260810160157-00180.warc.wet.gz
[16:26:02] live backup cc2026 -> lexicore-20260914-cb17ed: FAILED
[16:26:12] cc2026 file: 123 1,250,079,193 words IN-20260810095832-20260810125832-00460.warc.wet.gz
[16:26:13] live backup cc2026 -> lexicore-20260914-cb17ed: FAILED
[16:26:15] live backup cc2026 -> lexicore-20260914-cb17ed: FAILED
[16:26:26] cc2026 file: 124 1,259,929,539 words IN-20260807145234-20260807175234-00878.warc.wet.gz
[16:26:40] cc2026 file: 125 1,270,259,477 words IN-20260808030320-20260808060320-00475.warc.wet.gz
[16:26:55] cc2026 file: 126 1,280,764,828 words IN-20260808000048-20260808030048-00755.warc.wet.gz
[16:27:09] live backup cc2026 -> lexicore-20260914-cb17ed: FAILED
[16:27:11] cc2026 file: 127 1,290,953,444 words IN-20260808182008-20260808212008-00511.warc.wet.gz
[16:27:25] cc2026 file: 128 1,301,987,532 words IN-20260808151638-20260808181638-00072.warc.wet.gz
[16:27:39] cc2026 COMPLETE: 1,301,987,532 words, 1,549,435 docs
[run 16:27:39] stage cc2026 done in 1672.3s
